transition_id,site_index,plot_index,siteID,plotID,eventID,previous_event_date,event_date,previous_event_year,event_year,dt_years,decimalLatitude,decimalLongitude,plotType,nlcdClass,area_young_m2,area_mature_m2,log_area_young_t1_ha,log_area_mature_t1_ha,young_area_precision,mature_area_precision,young_count_t0,mature_count_t0,young_count_t1,mature_count_t1,previous_young_per_ha,previous_mature_per_ha,young_per_ha,mature_per_ha,u0_kha,v0_kha,u1_kha,v1_kha,young_log_growth_rate,mature_log_growth_rate,death_events,maturation_events,death_fraction_interval,maturation_fraction_interval,death_hazard_annual,maturation_hazard_annual,climate_days,climate_expected_days,climate_coverage,clim_tmean_c,clim_tmin_mean_c,clim_tmax_mean_c,clim_tmin_absolute_c,clim_tmax_absolute_c,clim_prcp_annualized_mm,clim_vpd_mean_kpa,clim_vpd_max_kpa,clim_vpd_p90_kpa,clim_pet_annualized_mm,clim_deficit_annualized_mm,clim_water_balance_mm,clim_dry_days_annualized,clim_max_consecutive_dry_days,clim_hot_days_annualized,clim_frost_days,clim_high_vpd_days_annualized,clim_srad_mean_w_m2,clim_daylength_mean_sec,clim_swe_mean,clim_swe_max,clim_snow_days,clim_growing_days,clim_growing_tmean_c,clim_growing_vpd_mean_kpa,clim_growing_prcp_total_mm,clim_growing_deficit_total_mm,log1p_clim_prcp_annualized,log1p_clim_deficit_annualized,log1p_clim_dry_days_annualized,log1p_clim_hot_days_annualized,log1p_clim_high_vpd_days_annualized,clim_tmean_c_z,clim_tmin_absolute_c_z,clim_tmax_absolute_c_z,clim_vpd_mean_kpa_z,clim_vpd_max_kpa_z,clim_vpd_p90_kpa_z,clim_growing_vpd_mean_kpa_z,log1p_clim_prcp_annualized_z,log1p_clim_deficit_annualized_z,log1p_clim_dry_days_annualized_z,log1p_clim_hot_days_annualized_z,log1p_clim_high_vpd_days_annualized_z,n_transitions_site
ABBY_001__vst_ABBY_2019,1,1,ABBY,ABBY_001,vst_ABBY_2019,2017-03-29,2019-07-25,2016,2019,2.32169746748802,45.772619,-122.346369,distributed,evergreenForest,80,400,-4.8283137373023,-3.2188758248682,0.632455532033676,0.707106781186548,8,7,9,6,1000,175,1125,150,1,0.175,1.125,0.15,0.0506836187885116,-0.0659879938573511,1,0,0.0666666666666667,0,0.0297165640455295,0,848,848,1,11.100070754717,5.97915094339623,16.2209905660377,-7.22,37.89,1709.88255601415,0.617118863915499,3.09395350563438,1.39111531903841,2445.6698864244,1967.52578418306,-1708.27558162325,209.329599056604,54,25.8431603773585,99,15.5058962264151,277.344929245283,44513.6584433962,0.0352122641509434,9.15,5,668,13.3946107784431,0.738339326386412,2673.7,4439.85279436079,7.44476463098352,7.5850402086892,5.34867581962645,3.29001105395549,2.80371766412874,-0.14568966033275,0.834133707212357,0.895290617486596,-0.320701965612778,1.62124415633393,0.203348463365551,-0.529232064818165,0.847570669928146,-0.110307855876954,-1.02318454151113,0.0659060040960252,1.71459135195964,85
ABBY_002__vst_ABBY_2019,1,2,ABBY,ABBY_002,vst_ABBY_2019,2017-03-31,2019-07-30,2016,2019,2.32991101984942,45.739055,-122.309112,distributed,grasslandHerbaceous,400,400,-3.2188758248682,-3.2188758248682,1.4142135623731,0.707106781186548,12,0,52,0,300,0,1300,0,0.3,0,1.3,0,0.628254985402074,0,0,0,0,0,0,0,851,851,1,9.88149236192714,5.36742655699177,14.3955581668625,-8.47,36.24,2026.5237426557,0.493110355676853,2.56277505096503,1.15358983153766,2212.90308575305,1759.45579359499,-434.247285354818,206.874853113983,55,14.1636310223267,108,3.43360752056404,269.471233842538,44563.1111985899,0.205875440658049,18.62,19,617,12.780794165316,0.625587226285016,2631.04,3963.94080789671,7.61457049623208,7.47332802813783,5.33693623090543,2.71889986488157,1.48921359139094,-0.322878535242067,0.727984703119235,0.48352767653548,-0.754003623001195,0.842384319689341,-0.313633698751362,-1.01901093384441,1.23925266711254,-0.463258045233488,-1.09506470635644,-0.259985841798391,0.669452538552164,85
ABBY_004__vst_ABBY_2019,1,3,ABBY,ABBY_004,vst_ABBY_2019,2017-03-14,2019-07-22,2016,2019,2.35455167693361,45.76858,-122.298736,distributed,shrubScrub,400,400,-3.2188758248682,-3.2188758248682,1.4142135623731,0.707106781186548,29,0,73,0,725,0,1825,0,0.725,0,1.825,0,0.391723424618692,0,2,0,0.0689655172413793,0,0.0303492867377656,0,860,860,1,9.84695348837209,5.38289534883721,14.311011627907,-8.29,36.26,2140.44144767442,0.492889191253489,2.70640661372521,1.14198138617197,2186.04035278224,1718.74920154956,-107.364978487966,202.586337209302,54,14.4401162790698,108,5.09651162790697,280.950802325581,44458.9716860465,0.237023255813953,20.23,21,629,12.6284737678855,0.621072717001716,2945.76,3908.87302062371,7.6692344549466,7.44993374612316,5.31609017637997,2.73696907559611,1.80771674332498,-0.32790070220487,0.743270159708645,0.488518742486402,-0.754776399906265,1.05298935181181,-0.338899868066988,-1.03862131138057,1.36534306152835,-0.537171348386155,-1.22270272428634,-0.249675050228777,0.922688730955566,85
ABBY_005__vst_ABBY_2019,1,4,ABBY,ABBY_005,vst_ABBY_2019,2017-03-23,2019-07-25,2016,2019,2.33812457221081,45.770977,-122.389412,distributed,shrubScrub,80,400,-4.8283137373023,-3.2188758248682,0.632455532033676,0.707106781186548,24,0,96,0,3000,0,12000,0,3,0,12,0,0.592801782105434,0,0,0,0,0,0,0,854,854,1,10.6460538641686,5.74861826697892,15.5434894613583,-7.52,37.27,1637.26520199064,0.58149169219442,2.99257427315842,1.31397915120791,2347.98029163461,1883.38683291328,-1661.74041493759,207.431206088993,54,18.8185011709602,106,13.6861826697893,282.61093676815,44510.7104918033,0.169918032786885,18.72,17,660,13.0384393939394,0.704690641885106,2519.31,4273.60717536161,7.40139315728485,7.54135775938547,5.33960903997905,2.98661590399191,2.6869070973144,-0.211706539100738,0.808657946230007,0.740567573007995,-0.445187880120331,1.47259314884054,0.0354590160391916,-0.67539709965521,0.74752803939674,-0.248320816300898,-1.07869940077567,-0.107219662759447,1.62171734743904,85
ABBY_006__vst_ABBY_2019,1,5,ABBY,ABBY_006,vst_ABBY_2019,2017-03-30,2019-07-25,2016,2019,2.31895961670089,45.754053,-122.298512,distributed,evergreenForest,80,400,-4.8283137373023,-3.2188758248682,0.632455532033676,0.707106781186548,8,19,10,18,1000,475,1250,450,1,0.475,1.25,0.45,0.0961395487640557,-0.0232649651767095,2,0,0.0740740740740741,0,0.0331877453069314,0,847,847,1,10.473453364817,5.71144037780401,15.23546635183,-7.81,36.96,1966.98552538371,0.543824512680198,2.7974048980633,1.24830122959483,2316.69432033576,1844.0690789032,-810.960573098933,206.126918536009,54,18.5427981109799,103,9.05578512396694,279.718158205431,44513.3342266824,0.215643447461629,18.96,19,647,12.9896831530139,0.665687659436454,2911.58,4153.79845507514,7.5847657225972,7.52027199691367,5.33333173840031,2.97260683549158,2.30814810311682,-0.236803724862319,0.784031377280403,0.663206050768694,-0.576801843907802,1.18641891442202,-0.107491175437704,-0.844820432925031,1.17050360920544,-0.31494044381525,-1.11713460348896,-0.115213624846297,1.32057280633573,85
ABBY_007__vst_ABBY_2019,1,6,ABBY,ABBY_007,vst_ABBY_2019,2017-04-03,2019-07-24,2016,2019,2.30527036276523,45.768936,-122.361007,distributed,evergreenForest,80,400,-4.8283137373023,-3.2188758248682,0.632455532033676,0.707106781186548,2,0,15,0,50,0,1875,0,0.05,0,1.875,0,1.56383891237706,0,0,0,0,0,0,0,842,842,1,10.4535035629454,5.70355106888361,15.2034560570071,-7.76,36.89,1779.38781769596,0.551015703261672,2.93212681349227,1.24744885626515,2301.31344702475,1841.33874794699,-1203.17968485925,207.78473871734,54,16.0501781472684,106,11.2785035629454,278.020593824228,44499.019239905,0.184869358669834,18.61,17,638,13.0225,0.677531400097314,2600.53,4114.56798413066,7.48458649466489,7.51879110215866,5.34130376290305,2.83616065219508,2.5078500555985,-0.239704550093759,0.788277337444128,0.645737319940465,-0.551674900266546,1.3839598502809,-0.109346394477755,-0.793372930832391,0.939425607185418,-0.319619271868016,-1.0683228053055,-0.193073592205454,1.47935227760594,85
ABBY_008__vst_ABBY_2019,1,7,ABBY,ABBY_008,vst_ABBY_2019,2017-03-24,2019-07-25,2016,2019,2.33538672142368,45.771358,-122.355223,distributed,evergreenForest,80,400,-4.8283137373023,-3.2188758248682,0.632455532033676,0.707106781186548,9,11,12,10,1125,275,1500,250,1.125,0.275,1.5,0.25,0.123088831625533,-0.0406561901351759,2,0,0.1,0,0.0451148046237059,0,853,853,1,11.0752286049238,5.96824150058617,16.1822157092614,-7.22,37.89,1726.80608440797,0.614614500848119,3.09395350563438,1.38927338325952,2439.28573532121,1956.0119271263,-1663.91551602735,208.102579132474,54,25.6916764361079,99,15.4150058616647,276.935990621336,44511.781101993,0.0350058616647128,9.15,5,673,13.3460772659733,0.734264550741791,2736.63,4439.89055282152,7.45460772339559,7.57917406197449,5.34282494080364,3.28435177283796,2.79819590804547,-0.149301863370511,0.834133707212357,0.895290617486596,-0.329452531869972,1.62124415633393,0.199339428581661,-0.546932302817842,0.870275198354107,-0.128841713004537,-1.05900880625055,0.062676661710319,1.71020110188702,85
ABBY_009__vst_ABBY_2019,1,8,ABBY,ABBY_009,vst_ABBY_2019,2017-03-14,2019-07-22,2016,2019,2.35455167693361,45.76561,-122.299532,distributed,shrubScrub,200,400,-3.91202300542815,-3.2188758248682,1,0.707106781186548,42,0,92,0,2100,0,4600,0,2.1,0,4.6,0,0.332912739605405,0,0,0,0,0,0,0,860,860,1,9.84695348837209,5.38289534883721,14.311011627907,-8.29,36.26,2140.44144767442,0.492889191253489,2.70640661372521,1.14198138617197,2186.10161905639,1718.7872947766,-107.509233096508,202.586337209302,54,14.4401162790698,108,5.09651162790697,280.950802325581,44458.9716860465,0.237023255813953,20.23,21,629,12.6284737678855,0.621072717001716,2945.76,3908.94714651465,7.6692344549466,7.44995589633269,5.31609017637997,2.73696907559611,1.80771674332498,-0.32790070220487,0.743270159708645,0.488518742486402,-0.754776399906265,1.05298935181181,-0.338899868066988,-1.03862131138057,1.36534306152835,-0.537101365680519,-1.22270272428634,-0.249675050228777,0.922688730955566,85
ABBY_010__vst_ABBY_2019,1,9,ABBY,ABBY_010,vst_ABBY_2019,2017-03-21,2019-07-23,2016,2019,2.33812457221081,45.776549,-122.375934,distributed,evergreenForest,200,400,-3.91202300542815,-3.2188758248682,1,0.707106781186548,2,17,2,16,100,425,100,400,0.1,0.425,0.1,0.4,0,-0.0258659952004254,0,0,0,0,0,0,854,854,1,10.3403571428571,5.62734192037471,15.0533723653396,-7.74,36.84,1767.47639929743,0.545526810866717,2.935892579907,1.23392002636574,2276.66726866956,1814.90234906111,-1190.55168362437,206.148126463701,54,15.8246487119438,108,11.1200234192038,281.031170960187,44486.6881030445,0.194695550351288,20.06,18,648,12.8572608024691,0.669298233923749,2645.88,4110.79863587569,7.47787366351687,7.504337785172,5.33343412413639,2.82284499637932,2.49485891291684,-0.256156743070498,0.789975721509618,0.633259655063159,-0.57085379537416,1.38948154301681,-0.138792344914071,-0.829136617835716,0.923941482965271,-0.365283951781095,-1.11650770728657,-0.200671873829264,1.46902325107137,85
ABBY_011__vst_ABBY_2019,1,10,ABBY,ABBY_011,vst_ABBY_2019,2017-03-15,2019-07-25,2016,2019,2.36002737850787,45.743361,-122.358994,distributed,grasslandHerbaceous,200,400,-3.91202300542815,-3.2188758248682,1,0.707106781186548,18,0,36,0,900,0,1800,0,0.9,0,1.8,0,0.293467819007045,0,0,0,0,0,0,0,862,862,1,10.5537761020882,5.72952436194896,15.3780278422274,-7.61,37.14,1769.57269141531,0.559786245393934,2.89017463146899,1.27902801884686,2326.65533605795,1846.01238597697,-1314.73029344819,204.234918793504,54,19.0675754060325,105,12.2879930394432,277.81277262181,44493.9324013921,0.175232018561485,18.57,17,665,12.9442255639098,0.678765150163727,2774.99,4220.98853701856,7.47905832770734,7.52132468617403,5.3241552683784,2.99910534863619,2.5868608484881,-0.225124299450765,0.801015217935303,0.708125644326998,-0.521029499430092,1.32244592901714,-0.0406132916805979,-0.78801369839552,0.926674083723433,-0.311614513984292,-1.17332108442519,-0.100092840089553,1.54217235404361,85
